Date,Open,Close,Ticker,Target,SMA_10,SMA_25,SMA_50,EMA_12,EMA_26,MACD_Line,MACD_Signal,MACD_Histogram,RSI,OBV,OBVMA,Target_tomorrow,Type
2012-03-14,140.10000610351562,139.91000366210938,SPY,0,0.9823386201238895,0.9762475660208992,0.9555842793142476,0.9837625253513819,0.9741307877456731,1.3475764436871884,1.2328453930941223,0.1147310505930661,0.7332804559960644,-1.4425161068087913,-1.5860392621047112,1.0,train
2012-03-15,140.1199951171875,140.72000122070312,SPY,1,0.9788089773553587,0.9722001087373048,0.9519627549791124,0.98146914256159,0.9708551845705605,1.4935961814541656,1.284995550766131,0.20860063068803458,0.7686271412491351,-1.3279119527966314,-1.5700386351846554,0.0,train
2012-03-16,140.36000061035156,140.3000030517578,SPY,0,0.9838702639705196,0.9765188710323478,0.9566086760189374,0.9868061271379713,0.9757051014110698,1.557473943361913,1.3394912292852876,0.21798271407662528,0.7121615393037066,-1.43403107464826,-1.5563014847477206,1.0,train
2012-03-19,140.2100067138672,140.85000610351562,SPY,1,0.9829392662304866,0.9745487742810819,0.9546921873920049,0.98557541473161,0.9739769308932008,1.6336465194314655,1.3983222873145231,0.23532423211694242,0.7409201255872646,-1.347070010196046,-1.523894112903356,1.0,train
2012-03-20,140.0500030517578,140.44000244140625,SPY,1,0.9898604348863457,0.9788407753429098,0.9592922112379612,0.9902292292571059,0.9785373896073675,1.6420019889537798,1.4470582276423745,0.19494376131140534,0.6822853460330078,-1.431559206056316,-1.4858447372289663,0.0,train
2012-03-21,140.52000427246094,140.2100067138672,SPY,0,0.9947079070037741,0.9818785711261847,0.9626046221689594,0.993106864904683,0.9816134713598854,1.6114887860811962,1.479944339330139,0.13154444675105714,0.64903967596201,-1.5165055872486224,-1.4664673022250654,1.0,train
2012-03-22,139.17999267578125,139.1999969482422,SPY,1,1.0034770527867516,0.9903362359745472,0.9710359435473024,1.0002645643978987,0.9895702588014479,1.4886473063895096,1.4816849327420132,0.0069623736474964115,0.5205222410122328,-1.6103557343358113,-1.4647867401279144,1.0,train
2012-03-23,139.32000732421875,139.64999389648438,SPY,1,1.0017329570846127,0.9881762025816583,0.969403553413194,0.9974965624874715,0.987390321210619,1.4113365326288658,1.4676152527193838,-0.05627872009051793,0.5648209143886628,-1.5267054634957813,-1.4632686869855864,1.0,train
2012-03-26,140.64999389648438,141.61000061035156,SPY,1,0.990713936981988,0.97596779847063,0.9576950770067257,0.9861995137730217,0.9756703448451064,1.4910356183085867,1.4722993258372246,0.018736292471362104,0.7028116503988372,-1.4433029764170033,-1.4606165868770182,0.0,train
2012-03-27,141.74000549316406,141.1699981689453,SPY,0,0.9945881072670077,0.9803414479712252,0.9624268770867073,0.9909235843015978,0.980288278127313,1.5013861531499515,1.47811669129977,0.023269461850181417,0.6494677303548287,-1.5265003651723916,-1.4792945063725143,0.0,train
2012-03-28,141.10000610351562,140.47000122070312,SPY,0,0.999943047034698,0.9864910607850971,0.9688075702363782,0.9964982794155165,0.9862715725887642,1.4365455204376758,1.4698024571273511,-0.03325693668967533,0.5700451171716895,-1.629613182868591,-1.4982109122152623,1.0,train
2012-03-29,139.63999938964844,140.22999572753906,SPY,1,1.001305032919617,0.989206335112528,0.9718149080430241,0.9984801379589806,0.9888514716993199,1.3502278284541376,1.4458875313927086,-0.09565970293857107,0.5437393887984896,-1.7441098945103255,-1.5402905071623063,0.0,train
2012-03-30,140.9199981689453,140.80999755859375,SPY,0,0.9975428050164908,0.986233951776114,0.9691399942176763,0.9952339196759553,0.9859058835244917,1.3134807477140669,1.4194061746569804,-0.10592542694291351,0.5957558639947284,-1.6500722785326205,-1.562133302236914,1.0,train
2012-04-02,140.63999938964844,141.83999633789062,SPY,1,0.9909969161840202,0.9803920166323387,0.9634969242523312,0.9898519369592447,0.9803208664716356,1.3518870030586356,1.4059023403373117,-0.05401533727867602,0.6723068168562221,-1.5447530054386027,-1.5821199949472962,0.0,train
2012-04-03,141.63999938964844,141.25999450683594,SPY,0,0.9956463516791312,0.9854651376191383,0.9688192369200923,0.9948521582156618,0.985505539545339,1.3203033020272699,1.3887825326753034,-0.06847923064803352,0.5986488712852763,-1.6528940983078233,-1.6044980071384234,0.0,train
2012-04-04,140.22000122070312,139.86000061035156,SPY,0,1.0053624835190134,0.9961418502236287,0.9797182851809403,1.004070503308295,0.9957133488985354,1.1688316208498009,1.3447923503102028,-0.17596072946040198,0.45868614501810817,-1.7548505223776292,-1.6285958157114593,1.0,train
2012-04-05,139.3800048828125,139.7899932861328,SPY,1,1.0062880316794265,0.9972301765354329,0.9812433397658425,1.003869753779663,0.9964925978459718,1.031252578441439,1.2820843959364503,-0.25083181749501127,0.45258091952740515,-1.850243383655674,-1.6528496000396922,1.0,train
