crsp_fundno,caldt,dret,fund_name,fund_ticker
16415.0,2003-10-06,,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-07,0.000995619275189208,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-08,-0.002983887010145292,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-09,0.021149241819632847,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-10,-0.009378663540445475,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-13,0.017948717948717885,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-14,0.002325130788606744,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-15,-0.005992654165861144,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-16,0.0029171528588096685,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-17,-0.008726003490401424,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-20,0.003325508607198824,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-21,0.00272957691557818,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-22,-0.016332879642232068,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-23,0.0035580154180667733,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-24,-0.0005909001378767709,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-27,0.004729996058336461,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-28,0.014907806983130767,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-29,0.0063780440664862326,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-30,0.008258114077203782,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-10-31,-0.0030476190476189657,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-03,0.009170806266717513,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-04,-0.0001893222264293115,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-05,-0.002651013065707253,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-06,0.018036833111828354,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-07,-0.0016784781797836157,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-10,-0.00915374556323556,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-11,-0.008484162895927572,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-12,0.008937060277619313,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-13,-0.0013192612137202797,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-14,-0.006982449518777245,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-17,-0.011592550361079423,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-18,-0.009036723706979388,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-19,0.0,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-20,-0.00368645712068294,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-21,-0.003894839337877376,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-24,0.01876832844574783,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-25,0.008251775091153268,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-26,-0.0009516558812332487,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-11-28,0.0009525623928365867,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-01,0.013703844689760158,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-02,-0.008449117536612816,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-03,0.0011361484567316005,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-04,-0.000378286362776592,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-05,-0.009271523178807972,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-08,0.006875477463712754,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-09,-0.0028452200303490383,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-10,-0.0026631158455392434,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-11,0.01869158878504673,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-12,0.0057758284965363504,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-15,-0.010686164229471329,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-16,0.005306045101383328,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-17,-0.00037700282752117786,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-18,0.006977182726758402,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-19,0.0001872659176029856,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-22,0.00580415652499533,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-23,0.0003723008190619215,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-24,-0.005396352809825089,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-26,0.00280636108512633,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-29,0.013059701492537323,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-30,-0.005340699815837957,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2003-12-31,-0.004813923347528171,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-02,0.00018604651162790198,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-05,0.006882440476190466,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-06,0.002771106595233608,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-07,-0.001105379513633098,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-08,-0.0014754703061600205,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-09,-0.013483561137791034,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-12,0.010110466204830582,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-13,-0.0007414272474514094,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-14,0.004822852902986563,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-15,-0.004430496584825638,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-16,0.005933617652512435,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-20,-0.005345622119815707,iShares Trust: iShares US Transportation ETF,IYT
16415.0,2004-01-21,0.014455151964418045,iShares Trust: iShares US Transportation ETF,IYT
